a_1,b_1,c_1,d_1,e_1,a_2,b_2,c_2,d_2,e_2,divergence
0.038679188264604814,0.038679188264604814,0.038679188264604814,0.038679188264604814,0.038679188264604814,-0.038679188264604814,-0.038679188264604814,-0.038679188264604814,0.038679188264604814,-0.038679188264604814,1.0
0.21671412969177362,-0.21671412969177362,-0.21671412969177362,-0.21671412969177362,0.21671412969177362,0.21671412969177362,-0.21671412969177362,0.21671412969177362,0.21671412969177362,-0.21671412969177362,1.0
-0.6244440496528502,-0.6244440496528502,0.6244440496528502,0.6244440496528502,0.6244440496528502,0.6244440496528502,0.6244440496528502,-0.6244440496528502,0.6244440496528502,0.6244440496528502,0.0
0.8285773716646683,-0.8285773716646683,0.8285773716646683,-0.8285773716646683,0.8285773716646683,-0.8285773716646683,-0.8285773716646683,-0.8285773716646683,-0.8285773716646683,-0.8285773716646683,1.0
-0.25336877839451566,-0.25336877839451566,-0.25336877839451566,-0.25336877839451566,0.25336877839451566,0.25336877839451566,0.25336877839451566,-0.25336877839451566,0.25336877839451566,-0.25336877839451566,0.0
-0.9922387571389534,0.9922387571389534,0.9922387571389534,-0.9922387571389534,-0.9922387571389534,0.9922387571389534,-0.9922387571389534,0.9922387571389534,0.9922387571389534,0.9922387571389534,0.0
0.9381356317036248,0.9381356317036248,0.9381356317036248,-0.9381356317036248,0.9381356317036248,0.9381356317036248,0.9381356317036248,0.9381356317036248,0.9381356317036248,0.9381356317036248,1.0
-0.15527885498716099,-0.15527885498716099,0.15527885498716099,-0.15527885498716099,-0.15527885498716099,-0.15527885498716099,-0.15527885498716099,-0.15527885498716099,0.15527885498716099,0.15527885498716099,0.0
-0.8482633731992201,0.8482633731992201,-0.8482633731992201,-0.8482633731992201,-0.8482633731992201,0.8482633731992201,0.8482633731992201,-0.8482633731992201,0.8482633731992201,-0.8482633731992201,1.0
-0.09038882207424537,-0.09038882207424537,0.09038882207424537,-0.09038882207424537,0.09038882207424537,-0.09038882207424537,-0.09038882207424537,0.09038882207424537,-0.09038882207424537,-0.09038882207424537,0.0
0.2909291842595939,0.2909291842595939,0.2909291842595939,-0.2909291842595939,0.2909291842595939,-0.2909291842595939,-0.2909291842595939,-0.2909291842595939,-0.2909291842595939,0.2909291842595939,0.0
0.4102605422485276,0.4102605422485276,0.4102605422485276,-0.4102605422485276,-0.4102605422485276,0.4102605422485276,-0.4102605422485276,-0.4102605422485276,-0.4102605422485276,0.4102605422485276,1.0
-0.7734907687028767,-0.7734907687028767,-0.7734907687028767,0.7734907687028767,-0.7734907687028767,-0.7734907687028767,0.7734907687028767,-0.7734907687028767,-0.7734907687028767,0.7734907687028767,1.0
-0.940572671666585,-0.940572671666585,-0.940572671666585,-0.940572671666585,-0.940572671666585,0.940572671666585,0.940572671666585,0.940572671666585,0.940572671666585,-0.940572671666585,0.0
0.06565960785501623,0.06565960785501623,0.06565960785501623,0.06565960785501623,0.06565960785501623,0.06565960785501623,-0.06565960785501623,0.06565960785501623,-0.06565960785501623,0.06565960785501623,1.0
-0.03924117781164371,0.03924117781164371,-0.03924117781164371,0.03924117781164371,0.03924117781164371,-0.03924117781164371,-0.03924117781164371,-0.03924117781164371,0.03924117781164371,0.03924117781164371,1.0
-0.46049593106546516,-0.46049593106546516,0.46049593106546516,-0.46049593106546516,0.46049593106546516,-0.46049593106546516,0.46049593106546516,0.46049593106546516,-0.46049593106546516,-0.46049593106546516,1.0
-0.04199372708633864,-0.04199372708633864,-0.04199372708633864,-0.04199372708633864,-0.04199372708633864,-0.04199372708633864,-0.04199372708633864,-0.04199372708633864,0.04199372708633864,0.04199372708633864,0.0
0.6336675615141126,-0.6336675615141126,-0.6336675615141126,-0.6336675615141126,0.6336675615141126,-0.6336675615141126,0.6336675615141126,0.6336675615141126,-0.6336675615141126,0.6336675615141126,1.0
0.3920056123249961,0.3920056123249961,0.3920056123249961,-0.3920056123249961,0.3920056123249961,0.3920056123249961,0.3920056123249961,-0.3920056123249961,0.3920056123249961,-0.3920056123249961,1.0
0.484045526332608,0.484045526332608,0.484045526332608,0.484045526332608,-0.484045526332608,0.484045526332608,0.484045526332608,0.484045526332608,-0.484045526332608,0.484045526332608,1.0
-0.7447144701284825,-0.7447144701284825,-0.7447144701284825,0.7447144701284825,0.7447144701284825,-0.7447144701284825,-0.7447144701284825,-0.7447144701284825,0.7447144701284825,-0.7447144701284825,0.0
-0.726243876611005,0.726243876611005,0.726243876611005,-0.726243876611005,-0.726243876611005,-0.726243876611005,0.726243876611005,0.726243876611005,-0.726243876611005,0.726243876611005,0.0
-0.9505604693704652,-0.9505604693704652,-0.9505604693704652,-0.9505604693704652,-0.9505604693704652,-0.9505604693704652,-0.9505604693704652,0.9505604693704652,0.9505604693704652,0.9505604693704652,0.0
-0.6316815208501101,0.6316815208501101,-0.6316815208501101,-0.6316815208501101,0.6316815208501101,0.6316815208501101,-0.6316815208501101,0.6316815208501101,0.6316815208501101,0.6316815208501101,0.0
-0.2310150004473942,0.2310150004473942,0.2310150004473942,-0.2310150004473942,-0.2310150004473942,0.2310150004473942,0.2310150004473942,-0.2310150004473942,0.2310150004473942,-0.2310150004473942,1.0
0.7682994973415724,-0.7682994973415724,-0.7682994973415724,-0.7682994973415724,-0.7682994973415724,-0.7682994973415724,0.7682994973415724,0.7682994973415724,-0.7682994973415724,-0.7682994973415724,1.0
0.6162014478872686,0.6162014478872686,-0.6162014478872686,-0.6162014478872686,0.6162014478872686,-0.6162014478872686,0.6162014478872686,0.6162014478872686,0.6162014478872686,0.6162014478872686,1.0
-0.772366045698054,0.772366045698054,0.772366045698054,0.772366045698054,0.772366045698054,-0.772366045698054,-0.772366045698054,0.772366045698054,-0.772366045698054,-0.772366045698054,0.0
-0.7688552495333729,0.7688552495333729,0.7688552495333729,0.7688552495333729,-0.7688552495333729,0.7688552495333729,0.7688552495333729,0.7688552495333729,0.7688552495333729,0.7688552495333729,1.0
-0.9945675897317618,-0.9945675897317618,-0.9945675897317618,0.9945675897317618,0.9945675897317618,0.9945675897317618,-0.9945675897317618,0.9945675897317618,0.9945675897317618,-0.9945675897317618,0.0
0.9885815906030601,-0.9885815906030601,-0.9885815906030601,-0.9885815906030601,0.9885815906030601,0.9885815906030601,-0.9885815906030601,-0.9885815906030601,0.9885815906030601,-0.9885815906030601,0.0
0.7390149691472225,-0.7390149691472225,0.7390149691472225,0.7390149691472225,0.7390149691472225,0.7390149691472225,-0.7390149691472225,-0.7390149691472225,-0.7390149691472225,-0.7390149691472225,0.0
0.16015045816619033,-0.16015045816619033,-0.16015045816619033,-0.16015045816619033,-0.16015045816619033,-0.16015045816619033,-0.16015045816619033,-0.16015045816619033,0.16015045816619033,-0.16015045816619033,1.0
-0.633514149469187,-0.633514149469187,0.633514149469187,-0.633514149469187,-0.633514149469187,-0.633514149469187,0.633514149469187,0.633514149469187,0.633514149469187,0.633514149469187,1.0
-0.031898324466732464,0.031898324466732464,0.031898324466732464,0.031898324466732464,0.031898324466732464,-0.031898324466732464,0.031898324466732464,0.031898324466732464,-0.031898324466732464,-0.031898324466732464,1.0
-0.8801197988058979,0.8801197988058979,-0.8801197988058979,-0.8801197988058979,-0.8801197988058979,0.8801197988058979,-0.8801197988058979,-0.8801197988058979,-0.8801197988058979,-0.8801197988058979,0.0
-0.1574803811607799,-0.1574803811607799,-0.1574803811607799,0.1574803811607799,0.1574803811607799,-0.1574803811607799,-0.1574803811607799,-0.1574803811607799,-0.1574803811607799,-0.1574803811607799,0.0
0.02350897362027049,-0.02350897362027049,0.02350897362027049,0.02350897362027049,0.02350897362027049,-0.02350897362027049,-0.02350897362027049,0.02350897362027049,-0.02350897362027049,-0.02350897362027049,1.0
0.4272517669159591,0.4272517669159591,0.4272517669159591,0.4272517669159591,0.4272517669159591,-0.4272517669159591,0.4272517669159591,0.4272517669159591,-0.4272517669159591,0.4272517669159591,1.0
-0.3357205015468,-0.3357205015468,-0.3357205015468,0.3357205015468,0.3357205015468,-0.3357205015468,-0.3357205015468,0.3357205015468,0.3357205015468,0.3357205015468,0.0
-0.857654644457751,-0.857654644457751,-0.857654644457751,0.857654644457751,-0.857654644457751,0.857654644457751,-0.857654644457751,-0.857654644457751,0.857654644457751,-0.857654644457751,1.0
0.6507380492936987,0.6507380492936987,0.6507380492936987,-0.6507380492936987,-0.6507380492936987,0.6507380492936987,-0.6507380492936987,-0.6507380492936987,-0.6507380492936987,0.6507380492936987,1.0
-0.43598855556774707,-0.43598855556774707,-0.43598855556774707,0.43598855556774707,-0.43598855556774707,-0.43598855556774707,0.43598855556774707,0.43598855556774707,-0.43598855556774707,0.43598855556774707,1.0
-0.05973646321613946,0.05973646321613946,0.05973646321613946,-0.05973646321613946,-0.05973646321613946,-0.05973646321613946,-0.05973646321613946,-0.05973646321613946,0.05973646321613946,-0.05973646321613946,1.0
0.9236608977603629,-0.9236608977603629,0.9236608977603629,0.9236608977603629,0.9236608977603629,0.9236608977603629,0.9236608977603629,0.9236608977603629,-0.9236608977603629,0.9236608977603629,1.0
-0.8432569889726841,-0.8432569889726841,0.8432569889726841,-0.8432569889726841,0.8432569889726841,-0.8432569889726841,-0.8432569889726841,-0.8432569889726841,-0.8432569889726841,-0.8432569889726841,0.0
0.8362035838878951,0.8362035838878951,0.8362035838878951,0.8362035838878951,0.8362035838878951,0.8362035838878951,-0.8362035838878951,-0.8362035838878951,0.8362035838878951,0.8362035838878951,1.0
-0.5426538309057266,0.5426538309057266,0.5426538309057266,-0.5426538309057266,-0.5426538309057266,0.5426538309057266,-0.5426538309057266,0.5426538309057266,0.5426538309057266,0.5426538309057266,0.0
-0.7203940634025164,-0.7203940634025164,-0.7203940634025164,0.7203940634025164,-0.7203940634025164,-0.7203940634025164,0.7203940634025164,0.7203940634025164,0.7203940634025164,-0.7203940634025164,1.0
0.9315697043216499,0.9315697043216499,0.9315697043216499,0.9315697043216499,0.9315697043216499,-0.9315697043216499,0.9315697043216499,0.9315697043216499,-0.9315697043216499,-0.9315697043216499,1.0
-0.5025941701017131,-0.5025941701017131,-0.5025941701017131,0.5025941701017131,0.5025941701017131,0.5025941701017131,0.5025941701017131,0.5025941701017131,-0.5025941701017131,0.5025941701017131,0.0
-0.7578985631805766,-0.7578985631805766,0.7578985631805766,0.7578985631805766,-0.7578985631805766,0.7578985631805766,-0.7578985631805766,0.7578985631805766,0.7578985631805766,-0.7578985631805766,0.0
-0.5052670377577053,-0.5052670377577053,-0.5052670377577053,0.5052670377577053,-0.5052670377577053,-0.5052670377577053,-0.5052670377577053,-0.5052670377577053,-0.5052670377577053,-0.5052670377577053,1.0
-0.3816983475442651,0.3816983475442651,-0.3816983475442651,0.3816983475442651,0.3816983475442651,0.3816983475442651,-0.3816983475442651,0.3816983475442651,-0.3816983475442651,-0.3816983475442651,1.0
-0.47862816090638705,-0.47862816090638705,0.47862816090638705,0.47862816090638705,0.47862816090638705,-0.47862816090638705,0.47862816090638705,0.47862816090638705,0.47862816090638705,0.47862816090638705,1.0
0.8192911992459008,-0.8192911992459008,0.8192911992459008,-0.8192911992459008,0.8192911992459008,0.8192911992459008,-0.8192911992459008,-0.8192911992459008,-0.8192911992459008,-0.8192911992459008,0.0
-0.4395766812669031,0.4395766812669031,-0.4395766812669031,-0.4395766812669031,-0.4395766812669031,-0.4395766812669031,0.4395766812669031,0.4395766812669031,-0.4395766812669031,0.4395766812669031,0.0
-0.6613998578737689,0.6613998578737689,-0.6613998578737689,0.6613998578737689,0.6613998578737689,0.6613998578737689,-0.6613998578737689,0.6613998578737689,-0.6613998578737689,-0.6613998578737689,1.0
